AnoCalendario;DataArquivamento;DataAbertura;CodigoRegiao;Regiao;UF;strRazaoSocial;strNomeFantasia;Tipo;NumeroCNPJ;RadicalCNPJ;RazaoSocialRFB;NomeFantasiaRFB;CNAEPrincipal;DescCNAEPrincipal;Atendida;CodigoAssunto;DescricaoAssunto;CodigoProblema;DescricaoProblema;SexoConsumidor;FaixaEtariaConsumidor;CEPConsumidor
2021;2021-10-22 10:41:51.000;2021-09-08 14:24:49.000;02;Nordeste;PE;BRITANIA ELETRODOMESTICOS SA;PHILCO;1;76492701000157;76492701;BRITANIA ELETRODOMESTICOS SA;;8211300;SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO;S;96;Televisão / Vídeo Cassete / Filmadora / Video-Laser;2497;Produto com vício;M;entre 31 a 40 anos;54505080
2021;2021-10-22 10:49:44.000;2021-09-01 10:35:06.000;02;Nordeste;PE;WHITE MARTINS GASES IND DO NE S/A;NULL;1;24380578000189;24380578;WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE LTDA.;;7020400;ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA;S;74;Banco de Dados ( SPC - SERASA - ETC. );1137;Cobrança indevida.;M;entre 41 a 50 anos;54580540
2021;2021-03-19 10:34:20.000;2019-02-08 09:31:21.000;03;Sudeste;ES;LATAM AIRLINES GROUP S/A;LATAM;1;33937681000178;33937681;LAN AIRLINES S/A;LAN AIRLINES;5111100;TRANSPORTE AÉREO DE PASSAGEIROS REGULAR;S;276;Agências e Operadoras de viagens (pacotes turísticos);5801;Contrato - Clausula abusiva/em desacordo com a Legislação.;F;entre 41 a 50 anos;29145416
2021;2021-05-18 12:06:39.000;2021-01-28 10:52:33.000;03;Sudeste;ES;GLOBALK TECNOLOGIA INFORMATICA LTDA.;GLOBALK TECNOLOGIA INFORMATICA LTDA.;1;18228061000176;18228061;GLOBALK TECNOLOGIA INFORMATICA LTDA.;;7740300;GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;S;102;Microcomputador / Produtos de Informática;2503;Produto com vício;F;entre 21 a 30 anos;NULL
2021;2021-10-21 14:08:10.000;2021-09-20 09:23:08.000;03;Sudeste;ES;BV FINANCEIRA SA CREDITO FINANCIAMENTO E INVESTIMENTO;BV FINANCEIRA S.A;1;1149953000189;01149953;BV FINANCEIRA SA CREDITO FINANCIAMENTO E INVESTIMENTO;;6436100;SOCIEDADES DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS;N;54;Cartão de Crédito;6835;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança);M;entre 51 a 60 anos;29900000
2021;2021-11-18 15:31:30.000;2021-09-09 10:23:29.000;03;Sudeste;ES;BV FINANCEIRA SA CREDITO FINANCIAMENTO E INVESTIMENTO;BV FINANCEIRA S.A;1;1149953000189;01149953;BV FINANCEIRA SA CREDITO FINANCIAMENTO E INVESTIMENTO;;6436100;SOCIEDADES DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS;N;53;Banco comercial;6834;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança);F;entre 41 a 50 anos;29908300
2021;2021-08-04 13:47:10.000;2021-03-03 10:52:35.000;03;Sudeste;ES;BV FINANCEIRA SA CREDITO FINANCIAMENTO E INVESTIMENTO;BV FINANCEIRA S.A;1;1149953000189;01149953;BV FINANCEIRA SA CREDITO FINANCIAMENTO E INVESTIMENTO;;6436100;SOCIEDADES DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS;N;76;Outros Contratos;1139;Cobrança indevida.;M;entre 41 a 50 anos;29900000
2021;2021-01-25 09:51:02.000;2020-12-23 12:15:03.000;03;Sudeste;ES;ELECTROLUX DO BRASIL S.A.;ELECTROLUX;1;76487032000125;76487032;ELECTROLUX DO BRASIL S/A;;2751100;FABRICAÇÃO DE FOGÕES, REFRIGERADORES E MÁQUINAS DE LAVAR E SECAR PARA USO DOMÉSTICO, PEÇAS E ACESSÓRIOS;S;94;Geladeira e Freezer;2495;Produto com vício;F;entre 31 a 40 anos;29900000
2021;2021-07-14 09:18:55.000;2021-06-14 08:35:32.000;03;Sudeste;ES;CASTING PROMOÇÕES E EVERNTOS LTDA;NULL;1;18278652000158;18278652;CASTING SANTOS PROMOCOES E EVENTOS EIRELI - ME;;8230001;SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS;N;258;Consultoria / Assessoria / Agenciamento ( Recolocação Profissional, Agência de Empregada, de Casamento, Etc. );5513;Venda/Oferta/publicidade enganosa.;F;até 20 anos;29903650
2021;2021-12-06 11:17:42.000;2021-11-04 10:57:30.000;03;Sudeste;ES;LASERCORP SERVIÇOS ESTETICOS LTDA;ESPACO LASER;1;14467792000113;14467792;LASERCORP SERVICOS ESTETICOS LTDA;ESPACOLASER;8650004;ATIVIDADES DE FISIOTERAPIA;N;204;Estética ( Clínica de Emagrecimento / Plástica / Implante de Cabelos / Salão de Beleza );6630;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança);F;até 20 anos;29900000
2021;2021-01-22 11:41:00.000;2020-10-28 11:15:00.000;03;Sudeste;RJ;ELECTROLUX DO BRASIL S/A;NULL;1;76487032000125;76487032;ELECTROLUX DO BRASIL S/A;;2751100;FABRICAÇÃO DE FOGÕES, REFRIGERADORES E MÁQUINAS DE LAVAR E SECAR PARA USO DOMÉSTICO, PEÇAS E ACESSÓRIOS;S;94;Geladeira e Freezer;2495;Produto com vício;F;entre 51 a 60 anos;28930000
2021;2021-04-19 10:12:21.000;2020-10-28 16:01:46.000;03;Sudeste;RJ;PROLAGOS S/A;PROLAGOS;1;2382073000110;02382073;PROLAGOS S/A - CONCESSIONARIA DE SERVICOS PUBLICOS DE AGUA E ESGOTO;;3600601;CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA;N;183;Água / Esgoto;3742;Cobrança indevida/abusiva;F;entre 61 a 70 anos;28930000
2021;2021-03-16 10:15:02.000;2021-02-25 09:31:10.000;03;Sudeste;RJ;PROLAGOS S/A;PROLAGOS;1;2382073000110;02382073;PROLAGOS S/A - CONCESSIONARIA DE SERVICOS PUBLICOS DE AGUA E ESGOTO;;3600601;CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA;N;183;Água / Esgoto;3742;Cobrança indevida/abusiva;M;entre 41 a 50 anos;28930000
2021;2021-04-26 09:57:17.000;2021-03-18 10:35:05.000;03;Sudeste;RJ;NOSSA ELETRO S.A;RICARDO ELETRO;1;13481309040577;13481309;NULL;NULL;NULL;NULL;S;94;Geladeira e Freezer;2495;Produto com vício;F;entre 61 a 70 anos;28930000
2021;2021-05-03 11:50:15.000;2021-04-13 16:00:03.000;03;Sudeste;RJ;LBROS COMERCIO DE MOVEIS LTDA;NOVOLARE;1;10859506000538;10859506;LBROS COMERCIO DE MOVEIS LTDA;;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;N;96;Televisão / Vídeo Cassete / Filmadora / Video-Laser;7230;Defeito/Risco à saúde e segurança;F;Nao Informada;28930000
2021;2021-09-09 11:04:38.000;2021-08-23 10:21:25.000;03;Sudeste;RJ;TELEFONICA BRASIL S/A;VIVO;1;2558157000162;02558157;TELEFONICA BRASIL S.A.;;6110801;SERVIÇOS DE TELEFONIA FIXA COMUTADA - STFC;S;187;Telefonia Celular;3746;Cobrança indevida/abusiva;F;entre 61 a 70 anos;28930000
2021;2021-09-28 11:05:34.000;2021-09-09 10:36:48.000;03;Sudeste;RJ;DECOLAR.COM LTDA;DECOLAR;1;3563689000231;03563689;DECOLAR. COM LTDA.;;7911200;AGÊNCIAS DE VIAGENS;N;248;Diversão / Lazer / Cultura ( Teatro, Cinema, Casa Noturna, Videolocadora, Etc. );5014;Serviço não concluído /Fornecimento parcial;F;mais de 70 anos;28930000
2021;2021-09-30 13:15:47.000;2021-09-13 11:37:16.000;03;Sudeste;RJ;TELEFONICA BRASIL S/A;VIVO;1;2558157000162;02558157;TELEFONICA BRASIL S.A.;;6110801;SERVIÇOS DE TELEFONIA FIXA COMUTADA - STFC;S;187;Telefonia Celular;3746;Cobrança indevida/abusiva;F;Nao Informada;28930000
2021;2021-09-28 11:04:30.000;2021-09-14 14:07:33.000;03;Sudeste;RJ;DECOLAR.COM LTDA;DECOLAR;1;3563689000231;03563689;DECOLAR. COM LTDA.;;7911200;AGÊNCIAS DE VIAGENS;N;276;Agências e Operadoras de viagens (pacotes turísticos);5482;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.;M;mais de 70 anos;28930000
2021;2021-12-08 13:32:38.000;2021-10-20 14:09:49.000;03;Sudeste;RJ;TELEFONICA BRASIL S/A;VIVO;1;2558157000162;02558157;TELEFONICA BRASIL S.A.;;6110801;SERVIÇOS DE TELEFONIA FIXA COMUTADA - STFC;S;187;Telefonia Celular;3746;Cobrança indevida/abusiva;M;Nao Informada;28930000
2021;2021-12-08 11:50:29.000;2021-05-24 13:56:44.000;03;Sudeste;SP;CREFAZ SOC.DE CRÉDITO AO MICROEMPREENDEDOR E A EMP;CREFAZ FINANCIAMENTOS E INVESTIMENTOS;1;18188384000183;18188384;CREFAZ FINANCIAMENTOS E INVESTIMENTOS LTDA - ME;CREFAZ FINANCIAMENTOS E INVESTIMENTOS;8291100;ATIVIDADES DE COBRANÇA E INFORMAÇÕES CADASTRAIS;N;63;Financeira;1099;Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.);F;mais de 70 anos;13218865
2021;2021-03-04 15:48:18.000;2019-03-28 14:42:44.000;03;Sudeste;MG;ARTHUR LUNDGREN TECIDOS S.A;PERNAMBUCANAS;1;61099834030774;61099834;ARTHUR LUNDGREN TECIDOS S A CASAS PERNAMBUCANAS;CASAS PERNAMBUCANAS;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;N;79;Seguro;1619;Venda casada;M;entre 21 a 30 anos;37890000
2021;2021-03-04 15:54:26.000;2020-01-21 09:20:18.000;03;Sudeste;MG;ARTHUR LUNDGREN TECIDOS S.A;PERNAMBUCANAS;1;61099834030774;61099834;ARTHUR LUNDGREN TECIDOS S A CASAS PERNAMBUCANAS;CASAS PERNAMBUCANAS;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;N;54;Cartão de Crédito;1117;Cobrança indevida.;F;Nao Informada;37890000
2021;2021-04-08 15:39:07.000;2021-02-09 15:45:16.000;03;Sudeste;MG;ARTHUR LUNDGREN TECIDOS S.A;PERNAMBUCANAS;1;61099834030774;61099834;ARTHUR LUNDGREN TECIDOS S A CASAS PERNAMBUCANAS;CASAS PERNAMBUCANAS;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;S;55;Cartão de Loja;1118;Cobrança indevida.;F;entre 61 a 70 anos;37890000
2021;2021-03-04 15:45:36.000;2020-02-04 17:13:50.000;03;Sudeste;MG;ARTHUR LUNDGREN TECIDOS S.A;PERNAMBUCANAS;1;61099834030774;61099834;ARTHUR LUNDGREN TECIDOS S A CASAS PERNAMBUCANAS;CASAS PERNAMBUCANAS;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;N;147;Seguro;2925;Venda enganosa;F;entre 41 a 50 anos;37890000
2021;2021-12-08 11:46:47.000;2020-12-14 11:14:21.000;03;Sudeste;SP;BANCO CETELEM S/A;BANCO CETELEM/BANCO BGN;1;558456000171;00558456;BANCO BGN S/A;;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;N;53;Banco comercial;1062;Envio de produto ou serviço sem previa solicitação;F;mais de 70 anos;13214702
2021;2021-12-08 11:48:57.000;2021-03-16 14:38:45.000;03;Sudeste;SP;BANCO ITAU CONSIGNADO S/A;BANCO ITAU CONSIGNADO S/A;1;33885724000119;33885724;BANCO ITAU BMG CONSIGNADO S.A.;;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;N;76;Outros Contratos;1085;Envio de produto ou serviço sem previa solicitação;F;entre 61 a 70 anos;13203820
2021;2021-04-28 09:43:14.000;2020-12-09 09:23:00.000;03;Sudeste;SP;BANCO ITAU CONSIGNADO S/A;BANCO ITAU CONSIGNADO S/A;1;33885724000119;33885724;BANCO ITAU BMG CONSIGNADO S.A.;;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;N;53;Banco comercial;6915;Crédito Consignado;M;entre 61 a 70 anos;13212131
2021;2021-08-24 15:28:05.000;2020-12-18 15:34:43.000;03;Sudeste;SP;DELTA AIR LINES INC;NULL;1;146461000177;00146461;DELTA AIR LINES INC;;5111100;TRANSPORTE AÉREO DE PASSAGEIROS REGULAR;S;276;Agências e Operadoras de viagens (pacotes turísticos);5482;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.;F;entre 41 a 50 anos;13211509
2021;2021-04-28 09:43:19.000;2021-01-15 09:31:14.000;03;Sudeste;SP;UNICONSULT EM LTDA;UNICONSULT;1;21586727000172;21586727;NULL;NULL;NULL;NULL;N;199;Convênio de Assistência Médica / Odontológica;5924;Reajuste anual;M;entre 61 a 70 anos;13202100
2021;2021-03-30 12:32:07.000;2020-11-23 13:03:05.000;03;Sudeste;SP;CAIXA ECONÔMICA FEDERAL - CEF;CEF MATRIZ;1;360305000104;00360305;CAIXA ECONOMICA FEDERAL;CEF MATRIZ;6423900;CAIXAS ECONÔMICAS;N;53;Banco comercial;1701;Consumidor negativado indevidamente nos serviços de proteção ao credito;M;entre 51 a 60 anos;13212512
2021;2021-12-08 11:49:10.000;2021-04-08 14:55:16.000;03;Sudeste;SP;EVOLUTIME COMERCIO DE LIVROS E CURSOS LTDA;EVOLUTIME INGLES E INFORMATICA;1;20112517000180;20112517;NULL;NULL;NULL;NULL;N;236;Cursos Livres Outros;5730;Contrato - Rescisão/alteração unilateral;M;entre 41 a 50 anos;13205565
2021;2021-04-28 09:43:19.000;2020-12-11 10:38:18.000;03;Sudeste;SP;CHUBB SEGUROS BRASIL LTDA;ACE SEGURADORA/CHUBB;1;3502099000118;03502099;ACE SEGURADORA S.A.;;6512000;SEGUROS NÃO-VIDA;N;76;Outros Contratos;1112;Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.);M;entre 61 a 70 anos;13201260
2021;2021-12-08 11:45:54.000;2020-10-28 09:32:03.000;03;Sudeste;SP;CAIXA ECONÔMICA FEDERAL - CEF;CEF MATRIZ;1;360305000104;00360305;CAIXA ECONOMICA FEDERAL;CEF MATRIZ;6423900;CAIXAS ECONÔMICAS;S;53;Banco comercial;6109;Transação Eletrônica Não Reconhecida;M;entre 51 a 60 anos;13212583
2021;2021-12-08 11:47:50.000;2021-02-04 10:54:15.000;03;Sudeste;SP;ANHANGUERA EDUCACIONAL LTDA;FACULDADES ANHANGUERA;1;5808792000149;05808792;ANHANGUERA EDUCACIONAL LTDA;;8532500;EDUCAÇÃO SUPERIOR - GRADUAÇÃO E PÓS-GRADUAÇÃO;N;233;Escola ( Pré, 1º, 2º Graus e Superior );5448;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.;F;entre 21 a 30 anos;13214699
2021;2021-03-30 12:31:45.000;2020-11-17 13:33:01.000;03;Sudeste;SP;INOVAR MAGAZINE EIRELI;RAVONNI MÓVEIS E COLCHÕES;1;17292698000673;17292698;NULL;NULL;NULL;NULL;N;123;Móveis Para Sala;2524;Produto com vício;F;entre 41 a 50 anos;13212070
2021;2021-06-11 10:00:08.000;2020-12-18 12:27:18.000;03;Sudeste;SP;SAMSUNG ELETRÔNICA DA AMAZONIA LTDA;SAMSUNG;1;280273000722;00280273;SAMSUNG ELETRONICA DA AMAZONIA LTDA;;4649402;COMÉRCIO ATACADISTA DE APARELHOS ELETRÔNICOS DE USO PESSOAL E DOMÉSTICO;N;101;Telefone ( Convencional, Celular, Interfone, Etc. );2502;Produto com vício;M;entre 51 a 60 anos;13205732
2021;2021-05-17 13:28:05.000;2021-04-15 12:20:41.000;03;Sudeste;ES;MORAR CONSTRUTORA E  INCORPORADORA LTDA;MORAR CONSTRUTORA E  INCORPORADORA LTDA;1;27318674000195;27318674;MORAR CONSTRUTORA E INCORPORADORA LTDA;;4110700;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;N;76;Outros Contratos;1112;Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.);M;entre 31 a 40 anos;29903068
2021;2021-03-10 10:20:05.000;2021-02-09 11:20:03.000;03;Sudeste;ES;ELECTROLUX DO BRASIL S.A.;ELECTROLUX;1;76487032000125;76487032;ELECTROLUX DO BRASIL S/A;;2751100;FABRICAÇÃO DE FOGÕES, REFRIGERADORES E MÁQUINAS DE LAVAR E SECAR PARA USO DOMÉSTICO, PEÇAS E ACESSÓRIOS;S;94;Geladeira e Freezer;2495;Produto com vício;F;entre 31 a 40 anos;29900000
2021;2021-07-01 14:21:35.000;2021-05-05 08:24:44.000;03;Sudeste;ES;ELECTROLUX DO BRASIL S.A.;ELECTROLUX;1;76487032000125;76487032;ELECTROLUX DO BRASIL S/A;;2751100;FABRICAÇÃO DE FOGÕES, REFRIGERADORES E MÁQUINAS DE LAVAR E SECAR PARA USO DOMÉSTICO, PEÇAS E ACESSÓRIOS;S;94;Geladeira e Freezer;2495;Produto com vício;M;mais de 70 anos;29918990
2021;2021-05-31 10:03:38.000;2021-04-28 11:05:26.000;03;Sudeste;ES;INTERAGE LINHARES LTDA - ME;INTERAGE LINHARES;1;12827096000145;12827096;INTERAGE LINHARES LTDA ME;;8599603;TREINAMENTO EM INFORMÁTICA;N;236;Cursos Livres Outros;5004;Serviço não concluído /Fornecimento parcial;F;entre 21 a 30 anos;29903099
